id;tipoEquipamiento;postalCode;latitud;longitud
1;carnicerias--charcuterias;50001;41.60388737;-0.821310225
2;herboristerias--dieteticas;50001;41.60496158;-0.823547768
3;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.60527532;-0.823963688
4;fruterias--verdulerias;50001;41.60527755;-0.823539181
5;panaderias--pastelerias;50001;41.60534687;-0.823537809
6;segunda-mano;50001;41.60536494;-0.823074969
7;audiovisual;50007;41.60849442;-0.888923425
8;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.61003025;-0.875504486
9;instalacion-deportiva-elemental;50007;41.61045392;-0.854735179
10;carnicerias--charcuterias;50001;41.61453174;-0.842248439
11;panaderias--pastelerias;50001;41.61506312;-0.874104935
12;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.61516094;-0.926254919
13;espacios-destacados-fiestas-del-pilar;50001;41.61575288;-0.924157941
14;educacion-secundaria;50007;41.61631288;-0.886876254
15;alimentacion;50010;41.6172003;-0.872364961
16;tiendas-alimentacion;50001;41.61729906;-0.923272488
17;espacios-fiestas-del-pilar;50007;41.61817266;-0.898539421
18;supermercados-grandes;50001;41.61820064;-0.876739039
19;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.61822483;-0.919728368
20;piscinas-cubiertas;50012;41.61848538;-0.908268432
21;panaderias--pastelerias;50001;41.61877598;-0.92550696
22;carnicerias--charcuterias;50001;41.61906009;-0.921404529
23;farmacias;50007;41.61955847;-0.874495361
24;centros-deportivos;50007;41.61959028;-0.89727438
25;moda-mujer--hombre--infantil;50001;41.61966624;-0.919987228
26;textil-hogar;50001;41.62014568;-0.929254185
27;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.620189;-0.920207227
28;policia-local;50007;41.62019962;-0.877264898
29;juguetes--articulos-deporte;50001;41.62032736;-0.917057472
30;muebles;50001;41.62033567;-0.921209895
31;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.6205179;-0.921509747
32;fruterias--verdulerias;50001;41.62055942;-0.919808346
33;librerias--papelerias--quioscos-y-prensa;50001;41.62065551;-0.919703831
34;ferreterias--iluminacion--decoracion;50001;41.62078742;-0.919567317
35;juguetes--articulos-deporte;50001;41.62087718;-0.919465887
36;herboristerias--dieteticas;50001;41.62116509;-0.921593131
37;panaderias--pastelerias;50001;41.62117298;-0.932784458
38;panaderias--pastelerias;50001;41.6212967;-0.920022406
39;calzados--complementos--maletas;50001;41.6213045;-0.933361313
40;moda-mujer--hombre--infantil;50001;41.62139351;-0.933753364
41;material-construccion--saneamiento...;50001;41.62143564;-0.933952706
42;tiendas-alimentacion;50001;41.62153804;-0.921199811
43;opticas--centros-auditivos--ortopedias;50001;41.62204871;-0.936737506
44;panaderias--pastelerias;50001;41.62213086;-0.93711454
45;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.62218926;-0.937367262
46;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6222679;-0.937954465
47;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62274122;-0.929985843
48;alimentacion;50007;41.62398799;-0.876327671
49;carnicerias--charcuterias;50001;41.62398799;-0.876327671
50;alimentacion;50007;41.62402795;-0.875975381
51;tiendas-alimentacion;50001;41.62402795;-0.875975381
52;puntos-seguros-violetas;50001;41.62415373;-0.946124592
53;espacios-fiestas-del-pilar;50012;41.62433294;-0.910954577
54;centros-ocupacionales;50012;41.62435515;-0.942403123
55;instalacion-deportiva-elemental;50007;41.62455902;-0.874459427
56;hogar-y-decoracion;50007;41.62459326;-0.876529255
57;moda-mujer--hombre--infantil;50001;41.62459326;-0.876529255
58;alimentacion;50007;41.62460849;-0.876061941
59;bazares;50001;41.62460849;-0.876061941
60;material-construccion--saneamiento...;50001;41.62468375;-0.878228254
61;campos-de-futbol;50007;41.62470548;-0.886194602
62;parques-y-jardines;50012;41.62475718;-0.922276265
63;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62478435;-0.875466074
64;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.6249105;-0.875863686
65;campos-de-futbol;50007;41.62499988;-0.872386932
66;centros-educativos;50012;41.62509508;-0.900652384
67;centros-educativos;50007;41.62511069;-0.877401484
68;escuela-infantil;50012;41.62522203;-0.910329033
69;empresas;50012;41.62522203;-0.910329033
70;alimentacion;50007;41.62528073;-0.876388442
71;tiendas-alimentacion;50001;41.62528073;-0.876388442
72;piscinas-municipales;50007;41.62529858;-0.8852615
73;escuela-infantil;50007;41.62540175;-0.880554876
74;centros-educativos;50012;41.62547619;-0.933223539
75;pescaderias;50001;41.62547743;-0.877138209
76;carnicerias--charcuterias;50001;41.62552767;-0.877259117
77;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.62555051;-0.877924808
78;alimentacion;50007;41.62560208;-0.878098368
79;estancos;50001;41.62560208;-0.878098368
80;residencias;50007;41.62560832;-0.880308512
81;parque-empresarial;50011;41.6256107;-0.852221763
82;instalacion-deportiva-elemental;50007;41.62566177;-0.88653161
83;centros-educativos;50007;41.62567566;-0.881644471
84;material-construccion--saneamiento...;50001;41.62570722;-0.879148358
85;alimentacion;50007;41.62571832;-0.877769615
86;carnicerias--charcuterias;50001;41.62571832;-0.877769615
87;piscinas-de-verano;50007;41.6257186;-0.888886671
88;antenas-en-centros-educativos-y-juveniles;50012;41.62571946;-0.90693128
89;parques-y-jardines;50007;41.62577693;-0.884220981
90;supermercados-grandes;50001;41.62582243;-0.878685799
91;musica;50007;41.62584439;-0.878192688
92;moda-mujer--hombre--infantil;50001;41.62584439;-0.878192688
93;muebles;50001;41.62590895;-0.878479618
94;moda-y-complementos;50007;41.6259484;-0.878620927
95;transporte;50007;41.62595941;-0.876702375
96;instalacion-deportiva-elemental;50007;41.62596371;-0.882241581
97;juguetes--articulos-deporte;50001;41.62604535;-0.912608944
98;centros-educativos;50009;41.62616694;-0.906997459
99;farmacias;50012;41.62629562;-0.911745714
100;ferreterias--iluminacion--decoracion;50001;41.6263144;-0.910683852
101;centros-de-dia-s.-sociales;50012;41.62632069;-0.912624542
102;fruterias--verdulerias;50001;41.62634682;-0.880292464
103;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.62635204;-0.889646475
104;tiendas-alimentacion;50001;41.62643197;-0.88326325
105;empresas;50012;41.62643795;-0.934157304
106;centros-de-tiempo-libre;50011;41.62660494;-0.883817926
107;centros-educativos;50012;41.62675678;-0.907719364
108;centros-de-dia-s.-sociales;50017;41.62687556;-0.873548523
109;carnicerias--charcuterias;50001;41.62689868;-0.883443754
110;segunda-mano;50001;41.62692523;-0.88129335
111;material-construccion--saneamiento...;50001;41.62695911;-0.886538899
112;tiendas-alimentacion;50001;41.62696559;-0.882016822
113;fruterias--verdulerias;50001;41.62700094;-0.875329978
114;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62700366;-0.88563655
115;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62701396;-0.886259696
116;farmacias;50007;41.62708947;-0.880876834
117;librerias--papelerias--quioscos-y-prensa;50001;41.62715988;-0.884074532
118;material-construccion--saneamiento...;50001;41.6271907;-0.886530608
119;zona-joven--ies-;50007;41.62721514;-0.886757764
120;fruterias--verdulerias;50001;41.62724489;-0.883423777
121;supermercados-grandes;50001;41.62727902;-0.881465177
122;escuela-infantil;50007;41.6272855;-0.875410536
123;salas-de-musica;50007;41.62731915;-0.882180618
124;tiendas-alimentacion;50001;41.62738229;-0.883656717
125;centros-educativos;50012;41.627402;-0.929955106
126;droguerias;50001;41.62744143;-0.885796291
127;tiendas-alimentacion;50001;41.62745897;-0.873858364
128;piscinas-de-verano;50012;41.62752891;-0.915272155
129;material-construccion--saneamiento...;50001;41.62763464;-0.884995068
130;panaderias--pastelerias;50001;41.62764949;-0.8916801
131;panaderias--pastelerias;50001;41.62767204;-0.884663734
132;instalacion-deportiva-elemental;50012;41.62768222;-0.923530683
133;ciclos-formativos;50007;41.62770628;-0.88542763
134;tiendas-alimentacion;50001;41.62770949;-0.886384966
135;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62773208;-0.888312556
136;escuela-infantil;50007;41.62774935;-0.891561365
137;farmacias;50007;41.62784673;-0.883699014
138;carnicerias--charcuterias;50001;41.62787143;-0.88394945
139;escuelas-taller;50007;41.62795814;-0.886315376
140;parques-y-jardines;50012;41.62801406;-0.945018822
141;pintura--bricolage;50001;41.62802656;-0.884856203
142;escuela-infantil;50007;41.6280617;-0.874204547
143;material-construccion--saneamiento...;50001;41.62807873;-0.885229144
144;tiendas-alimentacion;50001;41.62809442;-0.886276709
145;material-construccion--saneamiento...;50001;41.62813502;-0.885522124
146;fruterias--verdulerias;50001;41.6281564;-0.884008547
147;parque-empresarial;50011;41.62818639;-0.853171551
148;cristalerias--carpinterias--puertas--persianas...;50001;41.62820561;-0.885951484
149;transporte;50007;41.62821053;-0.885445829
150;carnicerias--charcuterias;50001;41.62823993;-0.88827232
151;farmacias;50007;41.62829485;-0.888619006
152;bazares;50001;41.62836844;-0.883921899
153;espacios-destacados-fiestas-del-pilar;50007;41.62840054;-0.880900724
154;instalacion-deportiva-elemental;50007;41.62841092;-0.877337311
155;parque-empresarial;50011;41.62843359;-0.856043614
156;residencias;50012;41.62847811;-0.928856477
157;moda-y-complementos;50012;41.62853713;-0.981838388
158;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.62855037;-0.877504392
159;fruterias--verdulerias;50001;41.62860075;-0.886134111
160;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62861784;-0.885051974
161;droguerias;50001;41.62861944;-0.877416295
162;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62869995;-0.882406561
163;salud-y-bienestar;50007;41.62870344;-0.886310937
164;material-construccion--saneamiento...;50001;41.62874079;-0.885825465
165;centros-educativos;50009;41.62878398;-0.907304916
166;residencias;50013;41.62879774;-0.881077251
167;farmacias;50007;41.62879963;-0.8911509
168;herboristerias--dieteticas;50001;41.62884481;-0.886270302
169;librerias--papelerias--quioscos-y-prensa;50001;41.6288494;-0.884289212
170;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.62886562;-0.886045622
171;pescaderias;50001;41.62886934;-0.883968407
172;transporte;50007;41.62889527;-0.874556232
173;juguetes--articulos-deporte;50001;41.6289076;-0.884647075
174;textil-hogar;50001;41.62892599;-0.884760514
175;bazares;50001;41.62897902;-0.886231942
176;moda-mujer--hombre--infantil;50001;41.62898096;-0.933322416
177;librerias--papelerias--quioscos-y-prensa;50001;41.62900063;-0.884607778
178;carnicerias--charcuterias;50001;41.62900296;-0.885232644
179;juguetes--articulos-deporte;50001;41.62902003;-0.884726946
180;moda-mujer--hombre--infantil;50001;41.62902987;-0.884166024
181;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62905941;-0.885579162
182;joyerias--relojerias--bisuteria;50001;41.62908868;-0.885760069
183;herboristerias--dieteticas;50001;41.6291419;-0.88819232
184;transporte;50012;41.62914501;-0.881120248
185;mercerias;50001;41.62917347;-0.885669185
186;carnicerias--charcuterias;50001;41.62921834;-0.884212795
187;supermercados-medianos;50001;41.62924134;-0.88670906
188;instalacion-deportiva-elemental;50007;41.62925855;-0.891353928
189;escuela-infantil;50007;41.62925966;-0.890840587
190;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.62925966;-0.890840587
191;librerias--papelerias--quioscos-y-prensa;50001;41.62926566;-0.886239376
192;librerias--papelerias--quioscos-y-prensa;50001;41.62928755;-0.890030346
193;alimentacion;50007;41.62929082;-0.886392689
194;carnicerias--charcuterias;50001;41.62929082;-0.886392689
195;moda-y-complementos;50007;41.62930632;-0.885918971
196;juguetes--articulos-deporte;50001;41.62934067;-0.887329918
197;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62934102;-0.887657385
198;bazares;50001;41.62936228;-0.886835233
199;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.62936555;-0.88463065
200;peleterias;50001;41.62942324;-0.884985412
201;espacios-destacados-fiestas-del-pilar;50009;41.62942556;-0.909601831
202;supermercados-pequenos;50001;41.62943267;-0.887273852
203;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62943783;-0.885894984
204;juguetes--articulos-deporte;50001;41.62944115;-0.890027613
205;instalacion-deportiva-elemental;50009;41.62944932;-0.909344049
206;ferreterias--iluminacion--decoracion;50001;41.62947008;-0.890205174
207;educacion-secundaria;50007;41.62949889;-0.882409802
208;librerias--papelerias--quioscos-y-prensa;50001;41.62949889;-0.882409802
209;panaderias--pastelerias;50001;41.62949973;-0.885456241
210;material-construccion--saneamiento...;50001;41.6295079;-0.884809419
211;salud-y-bienestar;50007;41.62955307;-0.88606924
212;supermercados-pequenos;50001;41.62955307;-0.88606924
213;fruterias--verdulerias;50001;41.62957194;-0.888989288
214;farmacias;50007;41.62959552;-0.888758034
215;juguetes--articulos-deporte;50001;41.6296161;-0.907156976
216;ferreterias--iluminacion--decoracion;50001;41.62963331;-0.885652825
217;centros-municipales-de-servicios-sociales;50007;41.62968404;-0.883028806
218;oficinas-de-registro-municipales;50007;41.62968404;-0.883028806
219;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.62971505;-0.907733586
220;centros-de-dia-s.-sociales;50007;41.6297284;-0.891156976
221;panaderias--pastelerias;50001;41.62977036;-0.887535076
222;hogares;50007;41.62980834;-0.890130031
223;juguetes--articulos-deporte;50001;41.62983091;-0.988245365
224;panaderias--pastelerias;50001;41.62991797;-0.906908434
225;fruterias--verdulerias;50001;41.62992268;-0.88596508
226;tiendas-alimentacion;50001;41.62993586;-0.8845881
227;estancos;50001;41.62997279;-0.886882022
228;estancos;50001;41.62997312;-0.906840864
229;tiendas-alimentacion;50001;41.62997843;-0.887423958
230;panaderias--pastelerias;50001;41.62999306;-0.908049069
231;material-construccion--saneamiento...;50001;41.62999387;-0.883209891
232;herboristerias--dieteticas;50001;41.62999485;-0.908369771
233;moda-mujer--hombre--infantil;50001;41.63002766;-0.907945911
234;tiendas-alimentacion;50001;41.63005179;-0.885928566
235;recambios-automovil-y-accesorios;50001;41.63006196;-0.887058934
236;transporte;50012;41.63012337;-0.934249378
237;fruterias--verdulerias;50001;41.63013002;-0.908675474
238;mercados;50009;41.63014753;-0.908064118
239;fruterias--verdulerias;50001;41.63015699;-0.891135673
240;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.63016609;-0.883963656
241;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63019434;-0.885888251
242;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63019688;-0.88567929
243;panaderias--pastelerias;50001;41.63020483;-0.887275747
244;opticas--centros-auditivos--ortopedias;50001;41.63021496;-0.886993791
245;perfumeria-cosmetica;50001;41.63026406;-0.907905369
246;espacios-destacados-fiestas-del-pilar;50006;41.63029661;-0.898904523
247;muebles;50001;41.63032694;-0.885645145
248;otros-productos;50009;41.6303353;-0.909146733
249;supermercados-pequenos;50001;41.6303353;-0.909146733
250;calzados--complementos--maletas;50001;41.63035606;-0.885842627
251;instalacion-deportiva-elemental;50009;41.63037066;-0.910218076
252;banos-publicos;50006;41.63037075;-0.898930084
253;otros-productos;50001;41.63038444;-0.885231389
254;herboristerias--dieteticas;50001;41.63039768;-0.887144598
255;panaderias--pastelerias;50001;41.63041984;-0.909337873
256;herboristerias--dieteticas;50001;41.63042049;-0.885824434
257;residencias;50012;41.63046284;-0.911641479
258;bazares;50001;41.63047783;-0.885808154
259;salud-y-bienestar;50007;41.63048618;-0.886790332
260;farmacias;50007;41.63048618;-0.886790332
261;alimentacion;50007;41.63051546;-0.885797559
262;cristalerias--carpinterias--puertas--persianas...;50001;41.63055219;-0.909636828
263;residencias;50009;41.63056184;-0.902318166
264;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.63057155;-0.88578168
265;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63069295;-0.909967926
266;centros-educativos;50007;41.63070086;-0.873328343
267;centros-deportivos;50007;41.63070086;-0.873328343
268;moda-mujer--hombre--infantil;50007;41.63071913;-0.885725954
269;farmacias;50007;41.63073967;-0.884361681
270;tiendas-alimentacion;50007;41.63076505;-0.889098224
271;joyerias--relojerias--bisuteria;50001;41.63081185;-0.886472248
272;fruterias--verdulerias;50001;41.63083062;-0.886831293
273;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63083122;-0.909711958
274;muebles;50001;41.63083138;-0.908973308
275;residencias;50007;41.63083635;-0.888439964
276;tiendas-alimentacion;50001;41.63084043;-0.8857053
277;opticas--centros-auditivos--ortopedias;50001;41.63086208;-0.885487308
278;perfumeria-cosmetica;50001;41.63086633;-0.908137855
279;centros-deportivos;50001;41.63090203;-0.92346976
280;supermercados-pequenos;50001;41.63093951;-0.886738179
281;hospitales;50012;41.63098346;-0.905709125
282;alimentacion;50007;41.63100757;-0.886320714
283;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.63100757;-0.886320714
284;farmacias;50007;41.63100805;-0.890279829
285;fruterias--verdulerias;50001;41.63101167;-0.884411241
286;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63101168;-0.908152119
287;moda-mujer--hombre--infantil;50001;41.63101735;-0.885452818
288;carnicerias--charcuterias;50001;41.63101954;-0.885655025
289;hogar-y-decoracion;50007;41.63107042;-0.883039468
290;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63108144;-0.888176979
291;moda-mujer--hombre--infantil;50001;41.63109374;-0.885634591
292;bazares;50001;41.63113122;-0.88659902
293;carnicerias--charcuterias;50001;41.63115367;-0.885617145
294;joyerias--relojerias--bisuteria;50001;41.6311784;-0.908053328
295;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6311845;-0.909743992
296;juguetes--articulos-deporte;50001;41.63118538;-0.909010477
297;educacion-primaria;50012;41.63118698;-0.912113159
298;moda-y-complementos;50007;41.63121181;-0.885394957
299;piscinas-de-verano;50007;41.63123714;-0.886286317
300;moda-mujer--hombre--infantil;50001;41.63126902;-0.885586601
301;concesionarios-de-automoviles-y-motocicletas;50001;41.63131059;-0.90975348
302;material-construccion--saneamiento...;50001;41.63137727;-0.88555677
303;bazares;50001;41.63139209;-0.887702848
304;centros-educativos;50007;41.63139864;-0.887168064
305;segunda-mano;50001;41.63141321;-0.88554239
306;piscinas-municipales;50007;41.63143885;-0.879245437
307;deporte;50007;41.63146597;-0.886079196
308;instalacion-deportiva-elemental;50009;41.63148096;-0.911445083
309;ferreterias--iluminacion--decoracion;50001;41.63150418;-0.908202689
310;bazares;50001;41.63151067;-0.888528501
311;deposito-municipal-de-gruas;50013;41.63152244;-0.851792347
312;idiomas;50007;41.63155775;-0.887195397
313;carnicerias--charcuterias;50001;41.63157574;-0.908205535
314;moda-mujer--hombre--infantil;50001;41.6315758;-0.88846551
315;moda-mujer--hombre--infantil;50001;41.63158243;-0.8873719
316;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63158935;-0.885012861
317;joyerias--relojerias--bisuteria;50001;41.6315975;-0.88677117
318;calzados--complementos--maletas;50001;41.63161522;-0.887616926
319;ferreterias--iluminacion--decoracion;50001;41.63161651;-0.886609925
320;zona-joven--ies-;50012;41.63162326;-0.943802291
321;centros-educativos;50012;41.63162326;-0.943802291
322;ferreterias--iluminacion--decoracion;50001;41.63162633;-0.887697115
323;panaderias--pastelerias;50001;41.63165446;-0.886298602
324;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63168726;-0.886030543
325;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6316901;-0.888157575
326;material-construccion--saneamiento...;50001;41.63171278;-0.888317938
327;zona-joven;50009;41.63171416;-0.911619422
328;panaderias--pastelerias;50001;41.63173756;-0.909682652
329;farmacias;50009;41.63174891;-0.908228743
330;moda-mujer--hombre--infantil;50001;41.63175357;-0.885244222
331;centros-de-atencion;50007;41.63176697;-0.887733936
332;centros-educativos;50012;41.631769;-0.915768553
333;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.63177681;-0.885728576
334;artes-escenicas;50009;41.63179733;-0.909487921
335;moda-mujer--hombre--infantil;50001;41.63183713;-0.908122407
336;educacion-infantil;50007;41.63184788;-0.890043057
337;alimentacion;50007;41.63186093;-0.88521526
338;vinos-y-bebidas;50001;41.63186093;-0.88521526
339;proteccion-del-consumidor;50007;41.63187697;-0.884677401
340;moda-mujer--hombre--infantil;50001;41.63188225;-0.909265007
341;panaderias--pastelerias;50009;41.63188933;-0.908243887
342;recambios-automovil-y-accesorios;50001;41.63189268;-0.910392283
343;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63189456;-0.884317281
344;centros-sociolaborales;50007;41.63191497;-0.887368115
345;farmacias;50007;41.63193617;-0.882729003
346;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63194191;-0.888822939
347;calzados--complementos--maletas;50001;41.63196355;-0.885187773
348;campos-de-futbol;50008;41.63196929;-0.864537513
349;centros-municipales-de-servicios-sociales;50009;41.63198406;-0.911360521
350;oficinas-de-registro-municipales;50009;41.63198406;-0.911360521
351;fruterias--verdulerias;50001;41.63200072;-0.886076235
352;moda-mujer--hombre--infantil;50001;41.63200289;-0.885665839
353;fruterias--verdulerias;50001;41.63201067;-0.878728237
354;supermercados-grandes;50001;41.63202279;-0.908856618
355;farmacias;50007;41.63204723;-0.888961877
356;campos-de-futbol;50001;41.63205563;-0.922516491
357;bazares;50001;41.63205922;-0.885878403
358;lencerias;50001;41.63206158;-0.88879214
359;material-construccion--saneamiento...;50001;41.63206739;-0.8879228
360;calzados--complementos--maletas;50001;41.63208213;-0.908682549
361;panaderias--pastelerias;50001;41.63209124;-0.886448426
362;fruterias--verdulerias;50001;41.63210586;-0.908150806
363;juguetes--articulos-deporte;50001;41.63211442;-0.885149224
364;carnicerias--charcuterias;50001;41.63213206;-0.908536154
365;mercerias;50001;41.63218094;-0.88456037
366;farmacias;50009;41.63221243;-0.91129948
367;reciclaje-de-residuos;50012;41.63222104;-0.911772435
368;instalacion-deportiva-elemental;50007;41.6322516;-0.874306743
369;tiendas-alimentacion;50001;41.63225233;-0.889085432
370;parque-empresarial;50011;41.63225416;-0.859554493
371;centros-de-tiempo-libre;50009;41.63227459;-0.911493392
372;espacios-de-ocio--colaboradores-en-fechas-festivas;50013;41.63229256;-0.859329211
373;centros-educativos;50007;41.63229619;-0.887483869
374;instalacion-deportiva-elemental;50007;41.63231243;-0.882170817
375;carnicerias--charcuterias;50001;41.63231489;-0.883217562
376;centros-deportivos;50009;41.63232219;-0.902802824
377;hogares;50007;41.63235314;-0.88532797
378;concesionarios-de-automoviles-y-motocicletas;50001;41.63235936;-0.989929968
379;carnicerias--charcuterias;50001;41.63237232;-0.888700118
380;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63238373;-0.888081013
381;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50001;41.63238462;-0.879415851
382;moda-mujer--hombre--infantil;50001;41.63249346;-0.885684727
383;farmacias;50007;41.63250705;-0.878456964
384;farmacias;50007;41.63253057;-0.885049054
385;fruterias--verdulerias;50001;41.63253554;-0.947538395
386;supermercados-grandes;50001;41.63254001;-0.946745804
387;instalacion-deportiva-elemental;50012;41.63255295;-0.940888523
388;panaderias--pastelerias;50007;41.63257921;-0.875813031
389;bibliotecas;50012;41.63258799;-0.945963356
390;centros-civicos;50012;41.63258799;-0.945963356
391;farmacias;50009;41.63259611;-0.903233678
392;instalacion-deportiva-elemental;50008;41.63261703;-0.864566055
393;librerias--papelerias--quioscos-y-prensa;50001;41.63262723;-0.887095255
394;companias-productoras-y-promoteres-de-artes-escenicas;50007;41.63264844;-0.876799843
395;panaderias--pastelerias;50001;41.63265327;-0.885261368
396;droguerias;50001;41.63265472;-0.88618126
397;instalacion-deportiva-elemental;50007;41.63266363;-0.882499771
398;reciclaje-de-residuos;50013;41.6326669;-0.874784208
399;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6326669;-0.874784208
400;material-construccion--saneamiento...;50001;41.63267123;-0.890066123
401;centros-educativos;50007;41.63271285;-0.886633386
402;moda-mujer--hombre--infantil;50001;41.63272953;-0.880545607
403;educacion-infantil;50007;41.63274896;-0.871589993
404;antenas-en-centros-educativos-y-juveniles;50007;41.63274896;-0.871589993
405;cristalerias--carpinterias--puertas--persianas...;50001;41.63276382;-0.890017121
406;tiendas-alimentacion;50001;41.63279145;-0.875810379
407;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.63280635;-0.876148669
408;concesionarios-de-automoviles-y-motocicletas;50001;41.6328417;-0.8883795
409;supermercados-grandes;50001;41.63284849;-0.887025236
410;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.63288316;-0.8879306
411;salud-y-bienestar;50007;41.6328883;-0.875699992
412;farmacias;50007;41.6328883;-0.875699992
413;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6328952;-0.909961909
414;centros-de-dia-s.-sociales;50007;41.63290869;-0.88813385
415;librerias--papelerias--quioscos-y-prensa;50001;41.63292205;-0.874574376
416;formacion-profesional;50009;41.63294059;-0.903918315
417;carnicerias--charcuterias;50001;41.63294772;-0.877535283
418;fruterias--verdulerias;50001;41.6329597;-0.879587864
419;ferreterias--iluminacion--decoracion;50001;41.63301033;-0.89057139
420;carnicerias--charcuterias;50001;41.63303939;-0.88853595
421;fruterias--verdulerias;50001;41.63304384;-0.87492584
422;formacion-profesional;50007;41.63306778;-0.886099444
423;supermercados-grandes;50001;41.63311714;-0.877462372
424;banos-publicos;50007;41.6331604;-0.885054257
425;centros-educativos;50007;41.63316357;-0.890725456
426;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50007;41.63317452;-0.887103056
427;supermercados-grandes;50001;41.63318338;-0.906425142
428;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.63319911;-0.947546618
429;tiendas-alimentacion;50001;41.63331596;-0.874456139
430;reciclaje-de-residuos;50005;41.63333034;-0.924484698
431;panaderias--pastelerias;50001;41.63337385;-0.875432769
432;educacion-infantil;50007;41.63337984;-0.882417965
433;medio-ambiente.-parques-y-jardines;50001;41.63338732;-0.892541968
434;concesionarios-de-automoviles-y-motocicletas;50001;41.63342784;-0.906950132
435;droguerias;50001;41.63348462;-0.874415418
436;instalacion-deportiva-elemental;50006;41.63349174;-0.892833529
437;piscinas-cubiertas;50009;41.63351534;-0.900021543
438;hospitales;50006;41.63352798;-0.892094273
439;segunda-mano;50001;41.6335578;-0.87612638
440;reciclaje-de-residuos;50007;41.63356651;-0.885201358
441;centros-de-salud;50006;41.63358008;-0.886330115
442;moda-y-complementos;50007;41.63362174;-0.875356552
443;tiendas-alimentacion;50001;41.63362174;-0.875356552
444;residencias;50006;41.63362426;-0.88588232
445;carnicerias--charcuterias;50001;41.63363248;-0.874370219
446;supermercados-grandes;50001;41.63365735;-0.907450638
447;centros-educativos;50007;41.63366554;-0.873694084
448;pescaderias;50007;41.63368982;-0.874611437
449;otros-productos;50012;41.63370612;-0.947467972
450;tiendas-alimentacion;50001;41.63370612;-0.947467972
451;librerias--papelerias--quioscos-y-prensa;50001;41.63374711;-0.875317736
452;hospitales;50006;41.63378892;-0.888066316
453;fruterias--verdulerias;50001;41.63381135;-0.874297348
454;educacion-secundaria;50006;41.63382998;-0.887189437
455;carnicerias--charcuterias;50001;41.63385153;-0.877418689
456;espacios-destacados-fiestas-del-pilar;50009;41.6338858;-0.903423544
457;educacion-secundaria;50007;41.63388768;-0.873195525
458;zona-joven--ies-;50007;41.63388768;-0.873195525
459;transporte;50007;41.63392216;-0.874658901
460;supermercados-grandes;50001;41.63394153;-0.873797973
461;diseno;50017;41.63399998;-0.986714728
