id;tipoEquipamiento;postalCode;latitud;longitud
2682;proteccion-del-consumidor;50002;41.64914776;-0.870351787
2683;carnicerias--charcuterias;50001;41.64914909;-0.903561945
2684;panaderias--pastelerias;50001;41.64915633;-0.913404096
2685;calzados--complementos--maletas;50001;41.6491595;-0.898283358
2686;moda-mujer--hombre--infantil;50001;41.64916758;-0.888297224
2687;farmacias;50002;41.6491694;-0.863478056
2688;recambios-automovil-y-accesorios;50001;41.64917561;-0.873117394
2689;joyerias--relojerias--bisuteria;50001;41.64917745;-0.859500022
2690;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.6491792;-0.87373917
2691;textil-hogar;50001;41.64918035;-0.910123804
2692;librerias--papelerias--quioscos-y-prensa;50001;41.6491819;-0.89105632
2693;moda-mujer--hombre--infantil;50001;41.64918562;-0.885108265
2694;carnicerias--charcuterias;50001;41.64918707;-0.873906543
2695;farmacias;50002;41.64918754;-0.8729059
2696;opticas--centros-auditivos--ortopedias;50001;41.64919045;-0.913244248
2697;muebles;50001;41.64919531;-0.9030154
2698;cuadros--artesania--otros-articulos-del-hogar;50001;41.64919918;-0.914780997
2699;moda-y-complementos;50017;41.64920266;-0.90422173
2700;moda-mujer--hombre--infantil;50001;41.64920266;-0.90422173
2701;calzados--complementos--maletas;50001;41.64920277;-0.897104803
2702;moda-mujer--hombre--infantil;50001;41.64921071;-0.884284774
2703;moda-mujer--hombre--infantil;50001;41.64921834;-0.900490083
2704;cuadros--artesania--otros-articulos-del-hogar;50001;41.64922113;-0.859920656
2705;peleterias;50001;41.6492217;-0.905339541
2706;hogar-y-decoracion;50004;41.64922626;-0.888686648
2707;moda-mujer--hombre--infantil;50001;41.64922626;-0.888686648
2708;farmacias;50010;41.64922735;-0.913074223
2709;oficinas-de-correos;50001;41.64922798;-0.883540672
2710;supermercados-grandes;50001;41.64923053;-0.86162404
2711;moda-mujer--hombre--infantil;50001;41.64923364;-0.88004411
2712;librerias--papelerias--quioscos-y-prensa;50001;41.64923848;-0.899764263
2713;textil-hogar;50001;41.64924607;-0.885045406
2714;tiendas-alimentacion;50001;41.6492488;-0.882359481
2715;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64925789;-0.904385769
2716;tiendas-alimentacion;50001;41.64925999;-0.869638294
2717;campos-de-futbol;50011;41.64926721;-0.925972481
2718;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64926785;-0.905953337
2719;moda-mujer--hombre--infantil;50001;41.64928353;-0.881586346
2720;parques-y-jardines;50002;41.64928404;-0.87176076
2721;ferreterias--iluminacion--decoracion;50001;41.64928622;-0.903766555
2722;perfumeria-cosmetica;50001;41.6492877;-0.860718784
2723;librerias--papelerias--quioscos-y-prensa;50001;41.64929124;-0.821552949
2724;otros-productos;50001;41.64929162;-0.908894061
2725;alimentacion;50004;41.64929192;-0.885657035
2726;muebles;50001;41.64929192;-0.885657035
2727;librerias--papelerias--quioscos-y-prensa;50001;41.64930487;-0.860871558
2728;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64931631;-0.911081852
2729;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64931643;-0.89798982
2730;textil-hogar;50001;41.6493209;-0.917940595
2731;mercerias;50001;41.64932319;-0.890579191
2732;vinos-y-bebidas;50001;41.6493248;-0.890235708
2733;moda-mujer--hombre--infantil;50001;41.64932955;-0.880897617
2734;promotores-y-productores-audivisuales;50017;41.64933446;-0.899511615
2735;ferreterias--iluminacion--decoracion;50001;41.64933817;-0.90224693
2736;librerias--papelerias--quioscos-y-prensa;50001;41.64933821;-0.863446176
2737;moda-mujer--hombre--infantil;50001;41.64934244;-0.904286121
2738;moda-y-complementos;50017;41.64934944;-0.907781203
2739;ferreterias--iluminacion--decoracion;50001;41.64934987;-0.890864712
2740;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.64935006;-0.888033447
2741;joyerias--relojerias--bisuteria;50001;41.64935295;-0.888489058
2742;muebles;50001;41.64935314;-0.900552827
2743;panaderias--pastelerias;50001;41.6493633;-0.905809269
2744;cristalerias--carpinterias--puertas--persianas...;50001;41.64936392;-0.906831015
2745;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64936903;-0.903803375
2746;supermercados-pequenos;50001;41.64937336;-0.904677182
2747;estancos;50001;41.64937596;-0.920412606
2748;muebles;50001;41.64937766;-0.891117895
2749;pintura--bricolage;50001;41.64938124;-0.896798072
2750;hogar-y-decoracion;50001;41.64938578;-0.90942081
2751;centros-de-formacion-musical;50001;41.6493859;-0.878277053
2752;ferreterias--iluminacion--decoracion;50001;41.64939554;-0.904313458
2753;supermercados-pequenos;50001;41.64940117;-0.889769703
2754;moda-y-complementos;50017;41.64940575;-0.910785362
2755;moda-mujer--hombre--infantil;50001;41.64940786;-0.861884869
2756;concesionarios-de-automoviles-y-motocicletas;50001;41.64941363;-0.907918177
2757;muebles;50001;41.64941413;-0.915031992
2758;escuela-infantil;50017;41.64941929;-0.906587859
2759;textil-hogar;50001;41.64942566;-0.879722597
2760;galerias-de-arte;50002;41.64943362;-0.874249304
2761;fruterias--verdulerias;50001;41.64943501;-0.908958826
2762;cuadros--artesania--otros-articulos-del-hogar;50001;41.64944519;-0.922883927
2763;librerias--papelerias--quioscos-y-prensa;50001;41.64944585;-0.890554652
2764;moda-mujer--hombre--infantil;50001;41.64944899;-0.887731932
2765;cristalerias--carpinterias--puertas--persianas...;50001;41.64944919;-0.904780874
2766;centros-de-documentacion;50001;41.64945197;-0.874427981
2767;fruterias--verdulerias;50001;41.64945388;-0.899417912
2768;estancos;50001;41.64946191;-0.882990484
2769;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.64946522;-0.910954675
2770;moda-mujer--hombre--infantil;50001;41.64947429;-0.885514895
2771;opticas--centros-auditivos--ortopedias;50001;41.64948501;-0.88529948
2772;salud-y-bienestar;50017;41.6494907;-0.907481829
2773;panaderias--pastelerias;50001;41.6495024;-0.823265254
2774;estancos;50001;41.6495025;-0.823811855
2775;cuadros--artesania--otros-articulos-del-hogar;50001;41.64951163;-0.913571902
2776;papeleria-y-libreria;50017;41.64951174;-0.90705474
2777;calzados--complementos--maletas;50001;41.64951333;-0.904366916
2778;alimentacion;50017;41.64951369;-0.904367144
2779;ferreterias--iluminacion--decoracion;50001;41.6495179;-0.902328873
2780;librerias--papelerias--quioscos-y-prensa;50001;41.64952068;-0.822353111
2781;cristalerias--carpinterias--puertas--persianas...;50001;41.64952123;-0.921441589
2782;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.64952272;-0.861131644
2783;moda-mujer--hombre--infantil;50001;41.64952296;-0.888247542
2784;estancos;50001;41.64952891;-0.914206092
2785;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64954806;-0.900228878
2786;moda-mujer--hombre--infantil;50001;41.64954904;-0.880922118
2787;trafico;50004;41.64955585;-0.885214305
2788;calzados--complementos--maletas;50001;41.64955824;-0.874987543
2789;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64955911;-0.904526219
2790;ferreterias--iluminacion--decoracion;50001;41.64957662;-0.910855368
2791;tiendas-alimentacion;50001;41.64958496;-0.890640771
2792;mercerias;50001;41.64958639;-0.861320104
2793;moda-y-complementos;50001;41.64958979;-0.90440118
2794;panaderias--pastelerias;50001;41.64958994;-0.900859264
2795;centros-de-informacion;50001;41.649593;-0.878410986
2796;cuadros--artesania--otros-articulos-del-hogar;50004;41.64961219;-0.891338633
2797;herboristerias--dieteticas;50001;41.64961393;-0.909441165
2798;muebles;50001;41.64961969;-0.900427566
2799;productos-ecologicos;50001;41.64961979;-0.875894771
2800;ferreterias--iluminacion--decoracion;50001;41.64962016;-0.908170865
2801;centros-de-tiempo-libre;50010;41.64962905;-0.913045276
2802;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50013;41.64964289;-0.859001875
2803;fruterias--verdulerias;50001;41.64964321;-0.916528498
2804;muebles;50010;41.64964516;-0.900687554
2805;alimentacion;50017;41.64964576;-0.904566158
2806;panaderias--pastelerias;50001;41.64964576;-0.904566158
2807;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50010;41.64964877;-0.898452486
2808;opticas--centros-auditivos--ortopedias;50001;41.64965055;-0.90442875
2809;ocio-y-cultura;50001;41.64965059;-0.861106397
2810;bazares;50001;41.64965059;-0.861106397
2811;tiendas-alimentacion;50001;41.64966471;-0.907709271
2812;residencias;50002;41.64966481;-0.858303359
2813;galerias-de-arte;50001;41.6496681;-0.875390403
2814;moda-mujer--hombre--infantil;50001;41.64967054;-0.879249006
2815;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64967067;-0.875709254
2816;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64967221;-0.900221481
2817;instalacion-deportiva-elemental;50002;41.64967405;-0.868552918
2818;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.6496785;-0.911955381
2819;carnicerias--charcuterias;50001;41.64967991;-0.87530824
2820;carnicerias--charcuterias;50001;41.64968025;-0.916946747
2821;escuela-infantil;50001;41.6496859;-0.878354739
2822;moda-mujer--hombre--infantil;50001;41.64969096;-0.881379775
2823;archivos--bibliotecas-y-documentacion;50001;41.64969205;-0.881995395
2824;productos-ecologicos;50002;41.64969416;-0.874788301
2825;supermercados-pequenos;50001;41.64969651;-0.903251422
2826;juguetes--articulos-deporte;50001;41.64969752;-0.870954123
2827;joyerias--relojerias--bisuteria;50001;41.64969852;-0.904589904
2828;hogar-y-decoracion;50010;41.6497041;-0.900093758
2829;material-construccion--saneamiento...;50001;41.64970847;-0.902416829
2830;moda-novia--uniformes-colegios--ropa-trabajo...;50001;41.64971399;-0.881617501
2831;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64971596;-0.903961313
2832;bazares;50001;41.64972909;-0.909493997
2833;tiendas-alimentacion;50001;41.6497341;-0.905389692
2834;panaderias--pastelerias;50001;41.64974377;-0.882993135
2835;cristalerias--carpinterias--puertas--persianas...;50001;41.64974982;-0.905076731
2836;supermercados-grandes;50001;41.64975489;-0.891375043
2837;ferreterias--iluminacion--decoracion;50001;41.64976842;-0.904481965
2838;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64976961;-0.910409028
2839;cristalerias--carpinterias--puertas--persianas...;50001;41.64977141;-0.905618198
2840;farmacias;50010;41.64977598;-0.89474756
2841;fruterias--verdulerias;50001;41.64978643;-0.908507593
2842;lencerias;50001;41.64979743;-0.882357107
2843;hogar-y-decoracion;50017;41.64980684;-0.908594832
2844;muebles;50001;41.64980965;-0.900960078
2845;mercerias;50001;41.6498099;-0.904005817
2846;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64981613;-0.904643608
2847;calzados--complementos--maletas;50001;41.64982964;-0.882082026
2848;cuadros--artesania--otros-articulos-del-hogar;50001;41.64983261;-0.877087746
2849;carnicerias--charcuterias;50001;41.64983582;-0.910637083
2850;cristalerias--carpinterias--puertas--persianas...;50001;41.64983822;-0.906041842
2851;opticas--centros-auditivos--ortopedias;50001;41.64983914;-0.902110461
2852;instalacion-deportiva-elemental;50007;41.64984512;-0.864798217
2853;panaderias--pastelerias;50001;41.64984572;-0.888314324
2854;perfumeria-cosmetica;50001;41.64984784;-0.875880188
2855;residencias;50017;41.64984799;-0.906148157
2856;fruterias--verdulerias;50001;41.64985061;-0.904519406
2857;centros-de-salud;50002;41.6498559;-0.86364448
2858;muebles;50001;41.64986464;-0.915047353
2859;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64986779;-0.917772147
2860;otros-productos;50001;41.64988302;-0.896715811
2861;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.64989623;-0.882840319
2862;farmacias;50002;41.64990032;-0.870744142
2863;librerias--papelerias--quioscos-y-prensa;50001;41.64990063;-0.876884134
2864;textil-hogar;50001;41.64990366;-0.888418823
2865;moda-y-complementos;50017;41.64990492;-0.909084352
2866;perfumeria-cosmetica;50001;41.64990492;-0.909084352
2867;electrodomesticos--electronica--moviles--mobiliario-cocina...;50017;41.6499242;-0.909584469
2868;moda-mujer--hombre--infantil;50001;41.64992698;-0.922044554
2869;salud-y-bienestar;50017;41.64992845;-0.910243461
2870;fruterias--verdulerias;50001;41.64993411;-0.916493058
2871;moda-mujer--hombre--infantil;50001;41.64993964;-0.9006416
2872;calzados--complementos--maletas;50001;41.64994266;-0.899472146
2873;centros-de-salud;50011;41.64994388;-0.934633528
2874;bazares;50001;41.64994514;-0.914366893
2875;tiendas-alimentacion;50001;41.64994587;-0.877675065
2876;zona-joven--ies-;50010;41.6499495;-0.895973944
2877;moda-mujer--hombre--infantil;50001;41.64994971;-0.883523752
2878;carnicerias--charcuterias;50001;41.64995789;-0.82463528
2879;centros-municipales-de-servicios-sociales;50011;41.64996264;-0.925505972
2880;reciclaje-de-residuos;50013;41.64996448;-0.856384251
2881;librerias--papelerias--quioscos-y-prensa;50001;41.64996501;-0.915773611
2882;librerias--papelerias--quioscos-y-prensa;50001;41.64996544;-0.875835253
2883;alimentacion;50001;41.64996814;-0.877491209
2884;estancos;50001;41.64996814;-0.877491209
2885;cristalerias--carpinterias--puertas--persianas...;50001;41.64996942;-0.911243258
2886;moda-mujer--hombre--infantil;50001;41.64998098;-0.880160562
2887;moda-mujer--hombre--infantil;50001;41.64998143;-0.880658045
2888;farmacias;50010;41.64998228;-0.894720784
2889;muebles;50001;41.64998817;-0.901044579
2890;otros-productos;50001;41.64998868;-0.874506747
2891;escuela-infantil;50011;41.64998978;-0.933354987
2892;perfumeria-cosmetica;50001;41.64999127;-0.877831001
2893;juguetes--articulos-deporte;50001;41.64999151;-0.902548495
2894;centros-municipales-de-servicios-sociales;50004;41.64999686;-0.884601261
2895;juntas-municipales;50004;41.64999686;-0.884601261
2896;muebles;50001;41.65000701;-0.885078854
2897;farmacias;50010;41.65000869;-0.899024616
2898;panaderias--pastelerias;50001;41.65001979;-0.910140598
2899;ferreterias--iluminacion--decoracion;50001;41.6500277;-0.90459928
2900;empresas;50001;41.65003753;-0.880330663
2901;librerias--papelerias--quioscos-y-prensa;50001;41.65003809;-0.909636502
2902;juntas-vecinales;50001;41.65004042;-0.875808771
2903;libreria;50004;41.65004105;-0.887700926
2904;tiendas-alimentacion;50001;41.65005319;-0.914013485
2905;muebles;50001;41.65006106;-0.904754665
2906;muebles;50001;41.65006114;-0.861002382
2907;material-construccion--saneamiento...;50001;41.65006171;-0.899741942
2908;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65007448;-0.905391025
2909;ferreterias--iluminacion--decoracion;50001;41.65008605;-0.911792706
2910;musica;50017;41.65008686;-0.913308716
2911;recambios-automovil-y-accesorios;50001;41.65009248;-0.863304391
2912;parques-y-jardines;50008;41.65009417;-0.866199744
2913;mercerias;50001;41.65010237;-0.882648877
2914;calzados--complementos--maletas;50001;41.65010309;-0.881140505
2915;panaderias--pastelerias;50001;41.65010693;-0.888800403
2916;moda-mujer--hombre--infantil;50001;41.65010781;-0.904636309
2917;otros-productos;50001;41.65012828;-0.861439298
2918;ferreterias--iluminacion--decoracion;50001;41.65013177;-0.90665111
2919;ferreterias--iluminacion--decoracion;50001;41.65013402;-0.90927123
2920;moda-y-complementos;50001;41.65014031;-0.883319492
2921;establecimientos-seguros;50001;41.65014031;-0.883319492
2922;tiendas-alimentacion;50001;41.65014312;-0.901110993
2923;moda-mujer--hombre--infantil;50001;41.65014346;-0.880648887
2924;centros-de-atencion;50017;41.65015598;-0.913553733
2925;pintura--bricolage;50001;41.6501591;-0.886255962
2926;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6501607;-0.914195541
2927;hogares;50011;41.65016263;-0.921454455
2928;cuadros--artesania--otros-articulos-del-hogar;50001;41.65016503;-0.876385991
2929;opticas--centros-auditivos--ortopedias;50001;41.6501664;-0.878116206
2930;fruterias--verdulerias;50001;41.65016751;-0.900917829
2931;ferreterias--iluminacion--decoracion;50001;41.6501707;-0.886920717
2932;farmacias;50002;41.65017465;-0.858689091
2933;carnicerias--charcuterias;50001;41.65017938;-0.911734451
2934;moda-mujer--hombre--infantil;50001;41.65018363;-0.88141033
2935;calzados--complementos--maletas;50001;41.65018922;-0.887432741
2936;moda-novia--uniformes-colegios--ropa-trabajo...;50001;41.65019022;-0.878396536
2937;librerias--papelerias--quioscos-y-prensa;50001;41.65020502;-0.860975763
2938;establecimientos-seguros;50002;41.65020942;-0.873815257
2939;panaderias--pastelerias;50001;41.6502167;-0.904192195
2940;panaderias--pastelerias;50001;41.65022654;-0.907848502
2941;fruterias--verdulerias;50001;41.65023318;-0.909844897
2942;libreria;50001;41.65023633;-0.878279022
2943;librerias--papelerias--quioscos-y-prensa;50001;41.65023633;-0.878279022
2944;moda-mujer--hombre--infantil;50001;41.65023691;-0.904835661
2945;educacion-secundaria;50011;41.65024512;-0.92783803
2946;zona-joven--ies-;50011;41.65024512;-0.92783803
2947;tiendas-alimentacion;50001;41.65024803;-0.871349303
2948;fruterias--verdulerias;50001;41.65025486;-0.889077402
2949;moda-mujer--hombre--infantil;50001;41.65025524;-0.881122546
2950;moda-mujer--hombre--infantil;50001;41.65025527;-0.88184664
2951;estancos;50001;41.65025695;-0.899844269
2952;panaderias--pastelerias;50001;41.65026352;-0.911888919
2953;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65026518;-0.915718536
2954;moda-mujer--hombre--infantil;50001;41.65027251;-0.882473505
2955;calzados--complementos--maletas;50001;41.65027715;-0.877914913
2956;bazares;50001;41.65027856;-0.901173719
2957;moda-mujer--hombre--infantil;50001;41.65028926;-0.878687364
2958;ferreterias--iluminacion--decoracion;50001;41.65029189;-0.90919143
2959;material-construccion--saneamiento...;50001;41.65029247;-0.905210557
2960;librerias--papelerias--quioscos-y-prensa;50001;41.65029508;-0.914249922
2961;universitaria;50002;41.65029717;-0.858724657
2962;moda-mujer--hombre--infantil;50001;41.65030873;-0.914649477
2963;moda-mujer--hombre--infantil;50001;41.65031066;-0.889182812
2964;moda-mujer--hombre--infantil;50001;41.65031537;-0.878511307
2965;perfumeria-cosmetica;50001;41.65031616;-0.900989131
2966;juguetes--articulos-deporte;50001;41.65032425;-0.915737284
2967;ferreterias--iluminacion--decoracion;50001;41.6503298;-0.88157101
2968;material-construccion--saneamiento...;50001;41.65033249;-0.875520937
2969;textil-hogar;50001;41.65034339;-0.8773911
2970;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65034413;-0.87786456
2971;moda-mujer--hombre--infantil;50001;41.65034769;-0.90183709
2972;fruterias--verdulerias;50001;41.65034826;-0.860948805
2973;recambios-automovil-y-accesorios;50001;41.65035072;-0.899687395
2974;calzados--complementos--maletas;50001;41.65035576;-0.880771611
2975;moda-y-complementos;50001;41.65036239;-0.876280435
2976;panaderias--pastelerias;50001;41.65036249;-0.874246478
2977;muebles;50001;41.65036512;-0.901213416
2978;librerias--papelerias--quioscos-y-prensa;50001;41.65036636;-0.885264385
2979;perfumeria-cosmetica;50001;41.65036948;-0.90475667
2980;espacios-de-ocio--colaboradores-en-fechas-festivas;50004;41.65037186;-0.883079786
2981;muebles;50001;41.6503911;-0.910005621
2982;moda-mujer--hombre--infantil;50001;41.6503935;-0.888491192
2983;material-construccion--saneamiento...;50001;41.65039924;-0.87179583
2984;calzados--complementos--maletas;50001;41.65040076;-0.876285418
2985;fruterias--verdulerias;50001;41.65040645;-0.901227924
2986;cristalerias--carpinterias--puertas--persianas...;50001;41.65041357;-0.893526077
2987;centros-ocupacionales;50011;41.65041988;-0.92072448
2988;supermercados-grandes;50001;41.65042389;-0.916766661
2989;material-construccion--saneamiento...;50001;41.65042427;-0.879175149
2990;hogar-y-decoracion;50001;41.65042868;-0.87780006
2991;calzados--complementos--maletas;50001;41.65043961;-0.878879002
2992;moda-mujer--hombre--infantil;50001;41.65045222;-0.877675482
2993;moda-mujer--hombre--infantil;50001;41.65045337;-0.875604262
2994;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65045785;-0.904796793
2995;venta-de-bicicletas;50002;41.65045926;-0.86116344
2996;piscinas-cubiertas;50001;41.65045998;-0.880816225
2997;parques-y-jardines;50010;41.6504652;-0.905179859
2998;muebles;50001;41.65046672;-0.87322643
2999;cuadros--artesania--otros-articulos-del-hogar;50001;41.65047178;-0.859418949
3000;ocio-y-cultura;50010;41.65048453;-0.901266936
3001;librerias--papelerias--quioscos-y-prensa;50001;41.65048453;-0.901266936
3002;infancia;50010;41.65048503;-0.896023508
3003;muebles;50001;41.65049613;-0.92265344
3004;panaderias--pastelerias;50001;41.65050165;-0.914590292
3005;alimentacion;50001;41.65050683;-0.879329266
3006;alimentacion;50017;41.65050904;-0.909419284
3007;salud-y-bienestar;50010;41.65050904;-0.909419284
3008;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.65051032;-0.871817027
3009;calzados--complementos--maletas;50001;41.65051896;-0.889671587
3010;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65053033;-0.872032036
3011;fruterias--verdulerias;50001;41.65053486;-0.904831882
3012;opticas--centros-auditivos--ortopedias;50001;41.65053997;-0.902797992
3013;librerias--papelerias--quioscos-y-prensa;50001;41.65055881;-0.88501864
3014;carnicerias--charcuterias;50001;41.65056066;-0.87648178
3015;recambios-automovil-y-accesorios;50001;41.65056507;-0.900066012
3016;droguerias;50001;41.65056996;-0.904351732
3017;hogares;50004;41.65057109;-0.888832787
3018;escuela-infantil;50002;41.65057452;-0.868543501
3019;salud-y-bienestar;50001;41.65057532;-0.876081303
3020;alimentacion;50017;41.65057575;-0.90595237
3021;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.65057575;-0.90595237
3022;librerias--papelerias--quioscos-y-prensa;50001;41.65057743;-0.85988269
3023;archivos;50001;41.65057881;-0.879027898
3024;centros-de-atencion;50004;41.65058723;-0.886371643
3025;perfumeria-cosmetica;50001;41.65059439;-0.882854303
3026;moda-y-complementos;50001;41.65059585;-0.879340874
3027;perfumeria-cosmetica;50001;41.65059585;-0.879340874
3028;cristalerias--carpinterias--puertas--persianas...;50001;41.65059621;-0.91334522
3029;hogar-y-decoracion;50010;41.65059649;-0.902825218
3030;salud-y-bienestar;50017;41.65060225;-0.913865946
3031;moda-y-complementos;50001;41.65060581;-0.876605182
3032;calzados--complementos--maletas;50001;41.65060581;-0.876605182
3033;moda-novia--uniformes-colegios--ropa-trabajo...;50001;41.65060746;-0.883294339
3034;recambios-automovil-y-accesorios;50001;41.65061386;-0.892465218
3035;ferreterias--iluminacion--decoracion;50001;41.65062067;-0.892208378
3036;mercerias;50001;41.65062099;-0.902524575
3037;panaderias--pastelerias;50001;41.65062114;-0.904871112
3038;joyerias--relojerias--bisuteria;50001;41.65062553;-0.876663494
3039;salud-y-bienestar;50001;41.650636;-0.876041242
3040;calzados--complementos--maletas;50001;41.650636;-0.876041242
3041;calzados--complementos--maletas;50001;41.65063691;-0.879462731
3042;moda-mujer--hombre--infantil;50001;41.65064004;-0.887195485
3043;carnicerias--charcuterias;50001;41.650641;-0.913693456
3044;tienda-erotica;50001;41.6506499;-0.893501559
3045;moda-mujer--hombre--infantil;50001;41.65065207;-0.883408277
3046;piscinas-de-verano;50004;41.65065271;-0.885476684
3047;ferreterias--iluminacion--decoracion;50001;41.65065352;-0.90438973
3048;cristalerias--carpinterias--puertas--persianas...;50001;41.65066161;-0.863179293
3049;opticas--centros-auditivos--ortopedias;50001;41.65066778;-0.886818238
3050;tiendas-alimentacion;50001;41.6506685;-0.860279908
3051;muebles;50001;41.65067044;-0.873639173
3052;cristalerias--carpinterias--puertas--persianas...;50001;41.65067079;-0.882068979
3053;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65067193;-0.89895093
3054;material-construccion--saneamiento...;50001;41.65067706;-0.912986802
3055;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65068908;-0.895343676
3056;libreria;50001;41.65069011;-0.879870468
3057;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65069577;-0.910904915
3058;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65069586;-0.883282076
3059;tiendas-alimentacion;50001;41.6506984;-0.874171541
3060;moda-y-complementos;50017;41.65070692;-0.904912641
3061;mercados;50017;41.65070776;-0.914408918
3062;bazares;50001;41.65071414;-0.917638593
3063;supermercados-grandes;50001;41.65072229;-0.905058884
3064;calzados--complementos--maletas;50001;41.65073019;-0.909945897
3065;moda-novia--uniformes-colegios--ropa-trabajo...;50001;41.65073881;-0.901386564
3066;artes-escenicas;50017;41.65073998;-0.913242709
3067;centros-de-formacion-musical;50017;41.65073999;-0.906691082
3068;panaderias--pastelerias;50001;41.65074045;-0.879772749
3069;tiendas-alimentacion;50001;41.65074449;-0.906404538
3070;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50010;41.65074727;-0.91712645
3071;opticas--centros-auditivos--ortopedias;50001;41.65075179;-0.885066359
3072;moda-mujer--hombre--infantil;50001;41.6507537;-0.880500498
3073;libreria;50017;41.65077575;-0.917991934
3074;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.65077589;-0.902908375
3075;salas-de-musica;50003;41.65077814;-0.873939678
3076;moda-mujer--hombre--infantil;50001;41.65077988;-0.905085957
3077;salud;50002;41.65078173;-0.873773725
3078;tiendas-alimentacion;50001;41.65079238;-0.898716572
3079;ferreterias--iluminacion--decoracion;50001;41.65079293;-0.904952241
3080;herboristerias--dieteticas;50001;41.65079397;-0.912461743
3081;librerias--papelerias--quioscos-y-prensa;50001;41.65079463;-0.868388056
3082;libreria;50002;41.65080404;-0.875631157
3083;panaderias--pastelerias;50001;41.65080814;-0.915651423
3084;centros-de-dia-s.-sociales;50001;41.65080833;-0.877236407
3085;cristalerias--carpinterias--puertas--persianas...;50001;41.65080945;-0.907626443
3086;material-construccion--saneamiento...;50001;41.65081071;-0.880227119
3087;cristalerias--carpinterias--puertas--persianas...;50001;41.65081938;-0.9037664
3088;moda-y-complementos;50001;41.6508214;-0.901421226
3089;pintura--bricolage;50001;41.6508384;-0.916693853
3090;tiendas-alimentacion;50001;41.65083874;-0.874007332
3091;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65084022;-0.88737963
3092;centros-culturales;50002;41.65084319;-0.870806129
3093;panaderias--pastelerias;50001;41.65084542;-0.883666245
3094;moda-novia--uniformes-colegios--ropa-trabajo...;50001;41.65084808;-0.879406926
3095;librerias--papelerias--quioscos-y-prensa;50001;41.65084952;-0.915465039
3096;salud-y-bienestar;50010;41.65085129;-0.901228482
3097;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.65085456;-0.884445526
3098;librerias--papelerias--quioscos-y-prensa;50001;41.65085472;-0.902944363
3099;reciclaje-de-residuos;50002;41.65085833;-0.871049639
3100;droguerias;50001;41.65087108;-0.910006904
3101;residencias;50001;41.65088469;-0.876831378
3102;joyerias--relojerias--bisuteria;50001;41.65088721;-0.883783518
3103;hogar-y-decoracion;50017;41.65088772;-0.905877653
3104;bazares;50001;41.65089284;-0.915256857
3105;calzados--complementos--maletas;50001;41.65089347;-0.880221522
3106;centros-de-salud;50004;41.65089798;-0.889354794
3107;perfumeria-cosmetica;50001;41.65089981;-0.906061349
3108;lencerias;50001;41.65090204;-0.912515891
3109;ferreterias--iluminacion--decoracion;50001;41.65090699;-0.877526168
3110;red-de-aseos-publicos-gratuitos;50001;41.65091309;-0.879420643
3111;pescaderias;50001;41.65091408;-0.901460965
3112;farmacias;50001;41.65092775;-0.878659313
3113;juguetes--articulos-deporte;50001;41.65093022;-0.875923373
3114;recambios-automovil-y-accesorios;50001;41.65093474;-0.918370958
3115;farmacias;50004;41.65093817;-0.887901191
3116;moda-mujer--hombre--infantil;50001;41.6509406;-0.915049733
