latitud,longitud,zona,dist_z0,dist_z1,dist_z2,dist_z3,dist_z4,dist_z5,dist_z6,dist_z7,dist_z8,dist_z9
41.65234929,-0.900890765,8,1.5473716496323802,3.027974631936494,2.620767441758365,3.058780462566081,0.25706188100790905,1.2722803939468401,0.7054672383528975,2.026118248987034,0.0,6.364976551001409
41.66360933,-0.903014098,6,2.4456513447244914,3.7051825448305107,2.5545099713845643,2.79778510472447,0.4212217347017639,1.6542089828485043,0.0,3.2493937950100924,0.8678537881293683,6.327071453453224
41.62884481,-0.886270302,7,0.9355311605478943,1.764631936471862,4.506069971349429,3.8296530585907655,1.9865120869530326,2.2196203730230453,3.1535751525275537,0.0,1.0743994727725081,6.376930675456902
41.67555664,-0.897266758,6,3.1855196528078222,3.915365638158992,3.3583653866436456,2.0858316126387355,1.8473697121886736,2.063510747821355,0.0,4.360213414802615,2.090843708780984,5.67783397486641
41.64436595,-0.867405082,1,0.7311043043258814,0.0,6.381109773666543,1.5499664023148487,3.9886445065658256,0.8127580067756243,2.8023094077990547,1.2047346532629961,2.30540895717122,3.693928888076288
41.6331604,-0.885054257,7,0.43823451265420726,1.4317053149777472,4.5683230494698694,3.341670788809219,2.0426206664112874,1.723147289036492,2.7092035564479184,0.0,0.8807849978618264,5.942530327149542
41.63388768,-0.873195525,7,0.31589857560695994,0.2813807009951444,5.875934665400354,2.8203223721675004,3.358665425604812,1.4430367984463517,3.21168501556192,0.0,2.037989048452254,5.008803942366785
41.64359056,-0.896111254,8,0.7566121362505983,2.4598830952245354,3.2557179186055567,3.183634582966697,0.8567612997673997,1.2113591181804186,1.5498700383682675,0.9198969052186942,0.0,6.25880627283332
41.6392942,-0.897384751,8,0.7476492181194728,2.656740076290831,3.1873017300057955,3.611105694320905,0.6883763529312731,1.6395705864826358,2.045847637907555,0.710411675771066,0.0,6.618335266617962
41.66028089,-0.871079641,3,1.55846382702103,0.6642948838092407,5.975976041461724,0.0,3.6076690478156666,0.0833490316096744,1.3249874120494454,2.719693182197839,2.1450941662920733,2.9491886142538166
41.66399589,-0.872728025,3,1.9201218792706785,1.0882280395246733,5.854068145623249,0.0,3.5339939918193584,0.29951132376316636,1.0249035584369914,3.111240671598641,2.134601359466325,2.9994045678774874
41.63888163,-0.934963443,2,4.914717570807564,6.807875062868401,0.0,7.0849860487227945,1.1182123390783176,5.3391792972006415,4.133700788398677,3.7327849615323303,3.5633138951231285,10.431370246325447
41.66008072,-0.87367224,5,1.4748042660350122,0.8528523708664375,5.6871948905070875,0.1477800879013564,3.321207936391966,0.0,1.084200267688723,2.671282227541142,1.8661783623951353,3.225947312929354
41.6692296,-0.838615635,9,4.708372057889539,2.307316120633541,9.687707582531129,1.3782857007132996,7.345236508712657,3.611295047381716,4.762742320618678,5.3900373180780905,5.855840904419379,0.0
41.66175562,-0.884255377,5,1.415399277694613,1.8444668295360338,4.549385473996953,0.9485646901062208,2.235126486760434,0.0,0.11233729502717003,2.786481059215382,0.922203655559584,4.3034913500354355
41.68787443,-0.871333817,3,4.573095601183934,3.5341747525877176,6.537162808661833,0.0,4.854207681644494,2.844116196301071,1.6101807277545668,5.768879151183994,4.089319212539501,3.392852274546658
41.65724803,-0.891077818,6,1.0529523106103094,2.2041961477443457,3.7318513993540336,1.8536493360325283,1.3682382562419666,0.15137238125700966,0.0,2.278140392521271,0.07617575470286678,5.162473862449486
41.64550366,-0.897543876,8,0.9526465637495728,2.5969670755277616,3.052026998868765,3.1780778340659923,0.6806282869444173,1.2298500757715987,1.384550263611268,1.1852515860392994,0.0,6.304287636799586
41.65483053,-0.881987108,5,0.7565770081581193,1.2277376454035491,4.729561056722336,1.1809924749637828,2.3251740872156543,0.0,0.8362079333015728,2.0343096688086875,0.8171637199618428,4.300937083020791
41.6213045,-0.933361313,2,5.097319755461961,6.952542903498996,0.0,7.980227127203891,0.9168123673467836,6.028486786687997,5.390432542208539,2.8056355087726472,3.5749001138367036,11.078797112659334
41.64432827,-0.90167235,8,1.378934033370001,3.0640622369372728,2.6385226675990516,3.630568670762655,0.23720796346538003,1.697256797401342,1.5996690311379678,1.413987168520071,0.0,6.774651749242677
41.65127011,-0.90142178,8,1.567839264888036,3.064108376040255,2.557990505420811,3.1753146163326083,0.17406587351024178,1.366263271763248,0.8283589780260063,1.957314035447607,0.0,6.459070646577425
41.66139816,-0.896387517,6,1.7708228357354403,2.9496505454292485,3.2218662754699605,2.146889787132405,0.9953373136679178,0.8859583520631701,0.0,2.7932870343708696,0.5219544292544422,5.633640980169364
41.66049471,-0.894588285,6,1.569063452836901,2.7275863644929816,3.3952618851234027,1.999488022491283,1.1122944589008794,0.6623251390394882,0.0,2.6614433824021577,0.40052301850074873,5.455756569831892
41.64586365,-0.885302258,0,0.0,1.237207924627526,4.387210968595501,2.1702260325464993,1.9940702592459318,0.3556758312160079,1.3635829276849234,1.0259151420953065,0.3619919845785352,5.092425315685039
41.65034826,-0.860948805,1,1.5545783279131289,0.0,7.0553360201926605,0.878668178507683,4.6624118969292105,1.125198934965861,2.862213676743923,2.1641303093607784,2.9726509025080614,2.729221175842852
41.67764946,-0.888467768,6,3.1795198091509658,3.3930470699420554,4.3599531568650605,1.197572206084996,2.6615543744490164,1.6742642466791202,0.0,4.556654388674607,2.3462949509663695,4.741880609853025
41.6272855,-0.875410536,7,0.9877411469235153,1.0545010880775925,5.7232737274716445,3.5849686762435975,3.197782643641136,2.170760783522917,3.701735163070105,0.0,2.131544365794372,5.750228883957918
41.65847695,-0.89376066,6,1.33491124163367,2.5298646455799347,3.4496636087473846,2.02327552646455,1.119826252857369,0.4790248553266615,0.0,2.427919761399266,0.1614827356559524,5.415036420197282
41.63165446,-0.886298602,7,0.6370530808616908,1.6219494014306108,4.450198270241278,3.554715723949741,1.9188535678864553,1.9155182529019716,2.8451248852145623,0.0,0.8497562010615886,6.158184699014929
41.65192065,-0.905604837,4,2.024062103900081,3.5344655204915667,2.0952546341035796,3.5267099589435844,0.0,1.791135162987948,0.8914509344330878,2.3055352346109967,0.3225750338612948,6.878583019531977
41.62955307,-0.88606924,7,0.8538079998209914,1.7066936763498106,4.512737315570661,3.749308438898592,1.9874413624048763,2.1380536739286953,3.0795446450841615,0.0,1.0287804174880588,6.304875797715356
41.66960087,-0.882931868,6,2.299188025004754,2.311726489501064,4.791666716300539,0.491175058757084,2.734429304284931,0.6392541320929315,0.0,3.6616363471163274,1.6847210458289956,4.054009087290205
41.69055211,-0.862370778,3,5.0579734492358925,3.652338916276346,7.572653161626557,0.0,5.839284470911735,3.431985941495095,2.5978403638259833,6.205394552114099,4.916592045380508,2.873144353230423
41.64577829,-0.889979167,8,0.15861979596243939,1.7561314306894178,3.8741200503603452,2.5204036527438944,1.4817244924026276,0.5659094827634993,1.235848920130119,1.0165780621642724,0.0,5.544434796472276
41.66226837,-0.899304615,6,2.051656269654634,3.275029832973259,2.9350373834787575,2.42730887991462,0.7681211429023608,1.2194564458716302,0.0,2.9668356278918386,0.7549243463530397,5.938058485513704
41.65288256,-0.914329815,4,2.9759513078259285,4.508765475745705,1.1309446422913223,4.34850082931665,0.0,2.730317832954788,1.3833012820178736,3.030568166758164,1.2791477418085202,7.783077749237202
41.65175099,-0.870701515,1,0.7093105436570544,0.0,5.971733863062496,0.8167278231713339,3.5801761709279902,0.0602730328989,1.954678638493879,1.79654323833347,1.8983530397411903,3.3840531378772987
41.64492054,-0.876238135,0,0.0,0.25677964620482946,5.399437738970223,1.7378583851652185,3.006446300703862,0.28060484338571917,2.050037921933033,0.975752774595702,1.3371603603977544,4.339234435160093
41.6496859,-0.878354739,5,0.2686545581853072,0.5606918127257774,5.123192380940216,1.3877584676171053,2.730865893708288,0.0,1.5061254920260447,1.4911910027243511,1.039213662882571,4.213046821611269
41.66146898,-0.858210487,3,2.4468112866095133,0.39317689382259036,7.411819905989696,0.0,5.037405947012204,1.2699217621330843,2.662115274571719,3.355692448405515,3.5141364883018036,1.6258411860681141
41.64767357,-0.899841312,8,1.271276005092862,2.849786748537392,2.759382564391766,3.2633391643069394,0.36619991899358545,1.3753733329608075,1.2074271481169578,1.530648373688165,0.0,6.4376874851472365
41.64640884,-0.871266503,1,0.35050880202455253,0.0,5.931101593520652,1.4126791629348685,3.5412121176976057,0.3328065490006526,2.346242258105751,1.2080707344499533,1.8456145108555166,3.81794771204077
41.66805603,-0.893913143,6,2.2730827934644555,3.125702619393706,3.561831148927882,1.7213750692171905,1.5441215164847841,1.2549486319869214,0.0,3.4893986479888395,1.2196947906003737,5.278903410749383
41.66964806,-0.893690036,6,2.4295838552980564,3.204501192311631,3.6029244537754423,1.6648845818081996,1.6555131918372739,1.331556447286823,0.0,3.6640050202840433,1.3953823287453773,5.249184043198049
41.63148096,-0.911445083,4,2.421364839932756,4.332566564058632,1.7130827303775125,5.353739522524645,0.0,3.382215117839153,3.232608924056319,1.3933771947530185,0.9207524717648012,8.404591394794279
41.64931643,-0.89798982,8,1.131634841991049,2.6570790124225176,2.9456496854039593,2.9948779134443475,0.558559366613606,1.1353482464952662,0.9965314383401793,1.5742011489416075,0.0,6.177852269491722
41.63702935,-0.877426942,0,0.0,0.5036394649244504,5.395178113349527,2.5975973546348397,2.8800330287564835,1.1319308231369318,2.6540215396880313,0.08971065461305258,1.504221890809025,5.040872280557278
41.65744895,-0.892999873,6,1.192908747406243,2.399372556105479,3.5210564101030397,2.0155157474594247,1.168093061608616,0.3593167518710373,0.0,2.3065237793487317,0.0522283290588469,5.362000047102336
41.63610284,-0.903443712,4,1.4323188106015063,3.3694960523844095,2.506698183618309,4.344593344456841,0.0,2.3694985256643317,2.527927117436315,0.8106512168908452,0.12762163985526045,7.377990637451002
